"Signature 1(SBS5, cosine = 0.98 )","Signature 2(SBS1, cosine = 0.79 )",Signature 3(missing from COSMIC)
0.26361088461277493,0.7340340428579755,0.00235507252924963
0.06890996163129115,0.8050383010223313,0.12605173734637756
-8.148759723192528e-23,2.814875972319253e-22,1
1e-22,1.7279935629636846e-22,1
0.3002496743466386,0.4832733266119186,0.21647699904144285
